,Assets,Cases,Constituency,Education,Liabilities,Name,Party
328,0,0,GUNTUR,Graduate Professional,"1,80,700",Araveti Hazarath Rao,Pyramid Party of India
329,0,0,JORHAT,10th Pass,0,Arbin Kumar Boruah,IND
330,0,0,RAMTEK,12th Pass,0,Archana Chandrakumar Ukey,Rashtriya Jansambhavna Party
331,0,0,BARPETA,12th Pass,0,Arfan Ali,IND
332,0,0,SIVAGANGA,10th Pass,0,Arimalam Thiagi.Subramanian Muthuraja,Agila India Makkal Kazhagam
333,0,0,DHARMAPURI,12th Pass,"6,00,000",Arivazhagan.P,IND
334,0,3,OSMANABAD,8th Pass,"11,00,000",Arjun (Dada) Salgar,Vanchit Bahujan Aaghadi
335,0,1,MALDAHA UTTAR,8th Pass,0,Arjun Keshari,SHS
336,0,1,PURNIA,Graduate Professional,"1,40,000",Arjun Singh,IND
337,0,0,NIZAMABAD,10th Pass,"75,000",Armoor Sagar,IND
338,0,0,BARPETA,Post Graduate,0,Aroon Barooa,Purvanchal Janta Party (Secular)
339,0,0,BALURGHAT,Graduate,0,Arpita Ghosh,AITC
340,0,3,RAMPUR,Literate,0,Arshad Warsi,Minorities Democratic Party
341,0,0,PEDDAPALLE,10th Pass,0,Arsham Ashok,IND
342,0,0,MEERUT,Graduate,"9,22,000",Arti Agrawal,SHS
343,0,0,FATEHPUR SIKRI,12th Pass,0,Arti Sharma,IND
344,0,0,TIRUVANNAMALAI,Others,"5,05,039",Arul R,Makkal Needhi Maiam
345,0,0,VIRUDHUNAGAR,Graduate Professional,0,Arulmozhithevan,Naam Tamilar Katchi
346,0,1,THENI,Post Graduate,0,Arumugam S,BSP
347,0,0,NAMAKKAL,10th Pass,0,Arumugam V,IND
348,0,3,NILGIRIS,Illiterate,0,"Arumukam, P.",IND
349,0,0,JALNA,Graduate,0,Arun Chintaman Chavhan,IND
350,0,0,AKOLA,10th Pass,"1,25,000",Arun Kankar Wankhede,Peoples Party of India (Democratic)
351,0,0,TRIPURA WEST,Graduate,0,Arun Kumar Bhaumik,SUCI(C)
352,0,0,DURG,Others,0,Arun Kumar Joshi,IND
353,0,1,MAHABUBABAD,Post Graduate,0,Arun Kumar Mypathi,Telangana Jana Samithi
354,0,0,BILASPUR,8th Pass,0,Arun Kumar Sahu,IND
355,0,0,AKOLA,10th Pass,0,Arun Manohar Thakare,IND
356,0,3,AMRAVATI,12th Pass,"66,00,000",Arun Motiramji Wankhade,BSP
357,0,0,BANGALORE CENTRAL,12th Pass,0,Arun Prasad A,Viduthalai Chiruthaigal Katchi
358,0,0,LATUR,12th Pass,0,Arun Ramrao Sontakke,Bahujan Republican Socialist Party
359,0,0,BILASPUR,Graduate Professional,"50,000",Arun Sao,BJP
360,0,1,KOLHAPUR,Doctorate,0,Aruna Mohan Mali,Vanchit Bahujan Aaghadi
361,0,0,ERODE,Doctorate,0,Arunachalam A,IND
362,0,0,CHITRADURGA,Post Graduate,0,Arunachalam Y,Pyramid Party of India
363,0,0,TIRUCHIRAPPALLI,Graduate,0,Arunachalam. A,IND
364,0,0,DINDIGUL,Post Graduate,"81,500",Arunkumar. A,IND
365,0,0,LAKHIMPUR,Graduate Professional,0,Arup Kalita,CPI
366,0,0,BHUBANESWAR,Graduate Professional,"2,70,000",Arup Mohan Patnaik,BJD
367,0,0,AURANGABAD,Graduate,0,Arvind Kisanrao Kamble,Bahujan Republican Socialist Party
368,0,1,CHANDRAPUR,10th Pass,"15,01,577",Arvind Nanaji Raut,IND
369,0,0,MANDYA,Graduate Professional,0,Arvind Premanand,IND
370,0,0,WARDHA,Others,0,Arvind Shamrao Lillore,IND
371,0,0,BARDOLI,5th Pass,0,Arvindbhai Bhanabhai Rathod,IND
372,0,0,OSMANABAD,Graduate Professional,0,Aryanraje Kisanrao Shinde,IND
373,0,0,KISHANGANJ,Literate,0,Asad Alam,IND
374,0,0,RAJAMPET,12th Pass,"80,000",Asadi Venkatadri,Rashtriya Krantikari Samajwadi Party
375,0,0,HINGOLI,Literate,0,Asadkhan Mohammedkhan,Bahujan Republican Socialist Party
376,0,5,HYDERABAD,Graduate Professional,"12,05,00,000",Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimeen
377,0,0,MAYILADUTHURAI,Post Graduate,"3,54,102",Asaimani. S,AIADMK
378,0,2,TIRUCHIRAPPALLI,Graduate Professional,0,Asaithambi. P,CPI(ML)(L)
379,0,0,RAMANATHAPURAM,12th Pass,0,Asan Ali. A,IND
380,0,0,SURGUJA,Graduate Professional,"10,00,000",Asha Devi Poya,Gondvana Gantantra Party
381,0,0,BARPETA,Graduate,0,Ashahak Ali Dewan,AITC
382,0,0,OUTER MANIPUR,Post Graduate,0,Ashang Kasar,North East India Development Party
383,0,0,JANJGIR CHAMPA,Graduate,"50,000",Asharam Ratnakar,IND
384,0,0,MYSORE,12th Pass,"32,00,000",Asharani V,Uttama Prajaakeeya Party
385,0,0,SILCHAR,Post Graduate,"2,02,952",Ashitava Dutta,IND
386,0,0,MUZAFFARNAGAR,12th Pass,"18,57,000",Ashok,IND
387,0,0,BEED,8th Pass,0,Ashok Bhagoji Thorat,Hum Bhartiya Party
388,0,0,KOLAR,10th Pass,0,Ashok Chakravarthi M.B,Ambedkar Samaj Party
389,0,0,VIZIANAGARAM,12th Pass,0,Ashok Gajapathi Raju Pusapati,TDP
390,0,2,ETAH,Graduate,0,Ashok Kumar,IND
391,0,0,GAUTAM BUDDHA NAGAR,10th Pass,"42,735",Ashok Kumar Adhana,IND
392,0,2,ALIGARH,Post Graduate,0,Ashok Kumar Pandey,IND
393,0,2,PURNIA,10th Pass,0,Ashok Kumar Sah,IND
394,0,0,PURNIA,8th Pass,0,Ashok Kumar Singh,IND
395,0,0,NILGIRIS,10th Pass,0,"Ashok Kumar, R",BSP
396,0,0,GADCHIROLI CHIMUR,12th Pass,"1,56,82,840",Ashok Mahadevrao Nete,BJP
397,0,0,CUTTACK,5th Pass,"40,000",Ashok Pradhan,IND
398,0,0,NANDED,8th Pass,"2,00,000",Ashok Shankarrao Chavan,IND
399,0,0,GHAZIABAD,Post Graduate,0,Ashok Sharma,Subhashwadi Bhartiya Samajwadi Party
400,0,0,MAHASAMUND,8th Pass,0,Ashok Soni,Ambedkarite Party of India
401,0,0,SURAT,8th Pass,"31,25,964",Ashok Vallabhbhai Pate,INC
402,0,3,NANDED,Post Graduate,"4,85,25,290",Ashokrao Shankarrao Chavan,INC
403,0,0,SILCHAR,10th Pass,"8,00,000",Ashutosh Bhattacharjee,IND
404,0,0,SAMBALPUR,Post Graduate,0,Ashutosh Kumar Hanuman,Bharat Prabhat Party
405,0,0,BELGAUM,10th Pass,0,Ashutosh Shashikant Kamble,IND
406,0,2,BANGALORE RURAL,10th Pass,0,Ashwathnarayangowda,BJP
407,0,1,NAGPUR,10th Pass,"2,000",Asim Ali,Minorities Democratic Party
408,0,0,HATKANANGLE,5th Pass,"37,82,280",Aslam Badshahaji Sayyad,Vanchit Bahujan Aaghadi
409,0,0,NIZAMABAD,12th Pass,0,Asli Ganesh,IND
410,0,0,ERNAKULAM,Graduate,0,Aswathi Rajappan,IND
411,0,4,BILASPUR,Graduate Professional,"1,13,86,394",Atal Shrivastav,INC
412,0,0,ETAH,Post Graduate,"4,45,000",Atar Singh,Rashtriya Shoshit Samaj Party
413,0,0,SAMBALPUR,10th Pass,0,Atma Ram Supkar,Pragatisheel Samaj Party
414,0,0,ATTINGAL,10th Pass,0,Attingal Ajith Kumar,IND
415,0,0,BADAUN,Graduate,"10,38,000",Atul Kumar,IND
416,0,0,AHMEDABAD EAST,Graduate,"33,199",Atulbhai Nanubhai Kathiriya,IND
417,0,3,JALNA,12th Pass,"1,56,78,811",Autade Vilas Keshavrao	,INC
418,0,0,JANGIPUR,10th Pass,0,Avijit Khamaru,IND
419,0,0,AURANGABAD,Post Graduate,0,Avinash Kumar,Peoples Party of India (Democratic)
420,0,0,RAIGAD,5th Pass,0,Avinash Vasant Patil,IND
421,0,0,BILASPUR,Post Graduate,0,Avishek Ekka,IND
422,0,0,KHAMMAM,10th Pass,0,Avutapalli Rambabu,IND
423,0,3,MADHA,12th Pass,0,Aware Siddheshwar Bharat,IND
424,0,0,ANDAMAN AND NICOBAR ISLANDS,Graduate,"15,00,000",Ayan Mandal,AITC
425,0,0,NIZAMABAD,Post Graduate,"1,30,000",Ayileni Vikram Reddy,IND
426,0,0,SRIPERUMBUDUR,Doctorate,"22,00,000",Ayodhi L,IND
427,0,1,MYSORE,8th Pass,0,Ayub Khan,Indian New Congress Party
428,0,0,HAVERI,Graduate Professional,"26,65,862",Ayubakhan A Pathan,BSP
429,0,0,TIRUVANNAMALAI,Post Graduate,0,Ayyappan M,IND
430,0,0,NAWGONG,10th Pass,0,Azgor Ali,Purvanchal Janta Party (Secular)
431,0,0,KISHANGANJ,12th Pass,0,Azimuddin,IND
432,0,0,CHITRADURGA,Post Graduate,0,B N Chandrappa,INC
433,0,0,TIRUPATI,Graduate Professional,"3,98,000",B Ramesh,Viduthalai Chiruthaigal Katchi
434,0,0,DAVANAGERE,8th Pass,0,B V Tippeswamy Goshale,IND
435,0,0,NAGARKURNOOL,10th Pass,0,B Yosef,BSP
436,0,1,BELLARY,8th Pass,"13,50,000",B. Eshwarappa,SHS
437,0,0,DHARWAD,Graduate,0,B. G. Sangannavar,IND
438,0,0,BANGALORE RURAL,8th Pass,"4,89,650",B. Gopal,IND
439,0,0,CHEVELLA,Others,"6,68,70,634",B. Janardhan Reddy	,BJP
440,0,0,VISAKHAPATNAM,12th Pass,0,B. Jaya Venu Gopal,Pyramid Party of India
441,0,0,BANGALORE CENTRAL,12th Pass,"5,50,000",B. Krishna Prasad,"Proutist Bloc, India"
442,0,0,RAMANATHAPURAM,Others,0,B. Krishnaraja,IND
443,0,0,BELLARY,12th Pass,0,B. Raghu,Pyramid Party of India
444,0,1,TUMKUR,Others,"15,00,000",B. S. Mallikarjunaiah,IND
445,0,0,KURNOOL,10th Pass,"6,27,000",B. Shiva Kumar,IND
446,0,0,NIZAMABAD,10th Pass,"2,00,000",B. Srinivas,IND
447,0,1,RAICHUR,Graduate Professional,"57,03,400",B. V Naik,INC
448,0,0,RAICHUR,Graduate Professional,0,B. Venkana Gouda Nayaka,BSP
449,0,18,ZAHIRABAD,Graduate,"1,15,35,000",B.B.Patil,TRS
450,0,1,NANDYAL,Graduate,"23,29,020",B.C. Ramanatha Reddy,IND
451,0,0,BANGALORE SOUTH,10th Pass,0,B.Chikka Nagesha,IND
452,0,0,KRISHNAGIRI,10th Pass,0,B.Govindan,IND
453,0,0,BANGALORE SOUTH,Graduate,"3,44,00,000",B.K.Hariprasad,INC
454,0,0,CHIKKBALLAPUR,Graduate Professional,0,B.N.Bache Gowda,BJP
455,0,0,CHENNAI SOUTH,Graduate Professional,0,B.Raji,IND
456,0,0,BANGALORE SOUTH,Post Graduate,0,B.Sreenivasulu,IND
457,0,2,SHIMOGA,Graduate,"1,41,50,647",B.Y.Raghavendra,BJP
458,0,0,NAGARKURNOOL,10th Pass,0,Baaki Renuka,National Womens Party
459,0,0,SRIPERUMBUDUR,Graduate,0,Baalu.T.R.,DMK
460,0,0,BIJNOR,10th Pass,0,Babloo Ram,Bharatiya Sarvodaya Kranti Party
461,0,1,JHANJHARPUR,10th Pass,0,Bablu Gupta,IND
462,0,0,TIRUVANNAMALAI,Graduate Professional,0,Babu B,BSP
463,0,0,KARUR,Graduate Professional,0,Babu G,IND
464,0,0,AGRA,Graduate,0,Babu Lal,IND
465,0,1,WAYANAD,10th Pass,"5,77,000",Babu Mani,SDPI
466,0,4,ALATHUR,10th Pass,"6,85,000",Babu T V,Bharath Dharma Jana Sena
467,0,0,VALSAD,Graduate Professional,0,Babubhai Talaviya,Bahujan Mukti Party
468,0,0,KACHCHH,Illiterate,0,Babulal Amarshi Vaghela,IND
469,0,0,IDUKKI,10th Pass,0,Baby K. A.,IND
470,0,0,HARIDWAR,8th Pass,0,Bachi Singh,IND
471,0,0,VIRUDHUNAGAR,5th Pass,0,"Backiyaraj, K.",IND
472,0,0,BELGAUM,Graduate,0,Badaroddin Mohammadyusuf Kamdod,BSP
473,0,0,MURSHIDABAD,Graduate,"42,492",Badaruddoza Khan,CPI(M)
474,0,0,NIZAMABAD,10th Pass,"1,10,000",Baddam Ashok,IND
475,0,0,NIZAMABAD,10th Pass,"13,18,875",Baddam Balaraju,IND
476,0,0,NIZAMABAD,10th Pass,"1,00,000",Baddam Devendar,IND
477,0,0,NIZAMABAD,10th Pass,"4,65,000",Baddam Indrasena Reddy,IND
478,0,0,NIZAMABAD,Graduate Professional,"2,00,000",Baddam Srinivasa Reddy,IND
479,0,0,JAMMU,10th Pass,0,Badri Nath,BSP
480,0,7,DHUBRI,Post Graduate,"1,01,59,381",Badruddin Ajmal,AIUDF
481,0,0,SILCHAR,Graduate,0,Badrul Islam Barbhuiya,AIFB
482,0,0,TIRUNELVELI,Post Graduate,"3,080",Bagavathikesan T,IND
483,0,2,AMRELI,Graduate Professional,0,Bagda Himmatbhai Danjibhai,IND
484,0,0,JAMMU,10th Pass,"45,00,000",Bahadur,IND
485,0,2,BASTAR,10th Pass,"1,41,005",Baidu Ram Kashyap,BJP
486,0,0,RAJNANDGAON,Post Graduate,"8,20,000",Baidya Shekhu Ram Verma,Ambedkarite Party of India
487,0,1,BEED,Graduate,"84,88,691",Bajarang Manohar Sonwane,NCP
488,0,2,KOLHAPUR,12th Pass,"3,00,000",Bajirao Sadashiv Naik,IND
489,0,0,BEED,Literate,"13,500",Bajrang Digambar Sonwane,IND
490,0,0,NIZAMABAD,Illiterate,"9,80,000",Bakkashetti Ganagdhar,IND
491,0,0,PEDDAPALLE,Graduate Professional,0,Bala Kalyan Panja,BSP
492,0,0,THOOTHUKKUDI,Graduate,"3,02,314","Bala Murugan, P.",IND
493,0,0,NABARANGPUR,Graduate,"26,21,246",Balabhadra Majhi,BJP
494,0,0,VIRUDHUNAGAR,8th Pass,0,"Balachandar, N.",IND
495,0,0,MADURAI,Graduate,"1,65,000",Balachandran T,IND
496,0,1,BIJAPUR,10th Pass,"1,25,000",Balaji Dyamanna Waddar,IND
497,0,0,POLLACHI,Post Graduate,0,Balaji G,IND
498,0,0,NIZAMABAD,5th Pass,"6,50,000",Balakishna Nalla,IND
499,0,0,UTTARA KANNADA,Post Graduate,"37,500",Balakrishna Arjun Patil,IND
500,0,0,PALAKKAD,10th Pass,"91,978",Balakrishnan,IND
501,0,0,MALKAJGIRI,Graduate,0,Balamani Buru,India Praja Bandhu Party
502,0,0,TIRUCHIRAPPALLI,Graduate Professional,"17,10,000",Balamurugan. S,BSP
503,0,1,MAHABUBABAD,10th Pass,"3,36,00,000",Balaram Naik Porika	,INC
504,0,0,PUNE,Graduate,"80,000",Balasaheb Misal Patil,Bahujan Mukti Party
505,0,2,MACHILIPATNAM,Post Graduate,"74,63,10,844",Balashowry Vallabhaneni,YSRCP
506,0,0,KANNIYAKUMARI,8th Pass,0,Balasubramanian. E,BSP
507,0,0,BILASPUR,Graduate,0,Baldau Prasad Sahu,IND
508,0,0,NIZAMABAD,5th Pass,"1,25,000",Balije Laxmirajam,IND
509,0,2,BULDHANA,8th Pass,"17,30,992",Baliram Bhagwan Siraskar,Vanchit Bahujan Aaghadi
510,0,0,TIRUPATI,Graduate Professional,0,Balli Durgaprasad Rao,YSRCP
511,0,0,JAMUI,Graduate,"1,600",Balmiki Paswan,Hindusthan Nirman Dal
512,0,0,MAHABUBABAD,Post Graduate,0,Balsingh Daravath,Bhartiya Anarakshit Party
513,0,0,MAHABUBABAD,Post Graduate,"10,25,000",Balu Nayak Bhukya,IND
514,0,0,JAMMU,8th Pass,0,Balwan Singh,IND
515,0,3,ZAHIRABAD,12th Pass,"52,50,000",Banala Laxma Reddy,BJP
516,0,0,KORAPUT,Post Graduate,0,Banamali Majhi,Ambedkarite Party of India
517,0,0,KHAGARIA,10th Pass,0,Bandan Kumar Singh,IND
518,0,0,NALGONDA,Post Graduate,0,Bandaru Nagaraju,IND
519,0,0,RAJAHMUNDRY,5th Pass,0,Bandaru Rajeswara Rao,Jana Jagruti Party
520,0,0,NIZAMABAD,Illiterate,"6,00,000",Bandela Venkatarajam,IND
521,0,0,ARUNACHAL EAST,12th Pass,0,Bandey Mili,JD(S)
522,0,6,KARIMNAGAR,Post Graduate,"13,41,800",Bandi Sanjay Kumar,BJP
523,0,0,KOPPAL,8th Pass,0,Bandimath Sharanayya,Uttama Prajaakeeya Party
524,0,0,MACHILIPATNAM,Post Graduate,"3,76,00,000",Bandreddi Ramakrishna,Janasena Party
525,0,0,RAMTEK,12th Pass,0,Bandu Ramchandra Meshram,CPI(ML) Red Star
526,0,0,MEDAK,12th Pass,0,Bangaru Krishna,IND
527,0,0,RAIPUR,12th Pass,"55,500",Banmali Chhura,Bharatiya Bahujan Party
528,0,0,KHAMMAM,12th Pass,0,Banoth Laxma Naik,IND
529,0,3,BULANDSHAHR,10th Pass,"3,60,000",Banshi Singh,INC
530,0,0,UDHAMPUR,8th Pass,"4,50,000",Bansi Lal,IND
531,0,52,ADILABAD,12th Pass,"2,31,450",Bapu Rao Soyam,BJP
532,0,0,SURAT,5th Pass,0,Baraiya Rameshbhai Parsottambhai,IND
533,0,0,TENKASI,Graduate,0,Baratharaj. S,IND
534,0,0,TEHRI GARHWAL,Post Graduate,0,Barhm Dev Jha,IND
535,0,0,DAVANAGERE,12th Pass,0,Barkath Ali,IND
536,0,0,WARANGAL,Post Graduate,0,Barla Srinivas,IND
537,0,0,MAHESANA,Graduate,"8,50,000",Barot Kuldipkumar Bharatkumar,Yuva Jan Jagriti Party
538,0,0,BAGALKOT,10th Pass,"7,87,000",Basanagouda Ramanagouda Meti,Secular Democratic Congress
539,0,3,KALAHANDI,12th Pass,0,Basanta Kumar Panda,BJP
540,0,0,HAVERI,10th Pass,"4,88,988",Basavaraj. S. Desai,IND
541,0,0,SUNDARGARH,10th Pass,"10,00,000",Basil Ekka,AAP
542,0,0,NAMAKKAL,Doctorate,"13,78,00,000",Baskar B,Naam Tamilar Katchi
543,0,0,PUDUCHERRY,Post Graduate,"22,00,000",Baskaran.S,Puducherry Development Party
544,0,0,KATIHAR,5th Pass,0,Basukinath Sah,Bharatiya Bahujan Congress
545,0,0,CHEVELLA,10th Pass,"12,42,117",Baswaiah Madiga,Prajaa Swaraaj Party
546,0,0,NIZAMABAD,12th Pass,0,Bathnathe Shankar,Janasena Party
547,0,0,SECUNDERABAD,12th Pass,0,Bathula Ravi,IND
548,0,0,JAMNAGAR,Literate,0,Bathvar Nanji Amarshi,IND
549,0,0,JAMNAGAR,Post Graduate,0,Baxi Mrudul Ashwinkumar,IND
550,0,0,NELLORE,Graduate,"68,09,73,688",Beeda Masthan Rao,TDP
551,0,0,HYDERABAD,Illiterate,0,Beeramganti Venkat Ramesh Naidu,IND
552,0,0,NIZAMABAD,Illiterate,"2,00,000",Bejjenki Linga Reddy,IND
553,0,0,ONGOLE,Graduate Professional,"24,72,903",Bellamkonda Saibabu,Janasena Party
554,0,4,VIZIANAGARAM,Graduate Professional,"1,11,30,148",Bellana Chandra Sekhar,YSRCP
555,0,0,ZAHIRABAD,Post Graduate,"30,00,000",Benjamin Raju,IND
556,0,0,CHEVELLA,12th Pass,0,Bennala Julee,National Women
557,0,4,CHALAKUDY,Graduate,"9,15,938",Benny Behanan,INC
558,0,0,SRIKAKULAM,Graduate,0,Betha Vivekananda Maharaj,IND
559,0,1,DIBRUGARH,12th Pass,0,Bhaben Baruah,NPP
560,0,0,DAHOD,10th Pass,0,Bhabhor Dhulabhai Ditabhai,BSP
561,0,0,BARPETA,10th Pass,0,Bhadreswar Barman,National Republican Congress
562,0,3,HYDERABAD,Graduate Professional,"4,839",Bhagavanth Rao Pawar,BJP
563,0,0,NORTH GOA,Graduate Professional,"4,40,000",Bhagawant Sadanand Kamat,IND
564,0,0,JALPAIGURI,Post Graduate,0,Bhagirath Chandra Roy,CPI(M)
565,0,1,BIDAR,Graduate Professional,"1,02,39,000",Bhagwanth Khuba,BJP
566,0,0,GARHWAL,10th Pass,0,Bhagwat Prasad,IND
567,0,2,BAREILLY,12th Pass,0,Bhagwat Saran Gangwar,SP
568,0,0,BANGALORE SOUTH,Others,"78,78,679",Bhagya.S,IND
569,0,0,KHEDA,10th Pass,0,Bhailalbhai Pandav,BSP
570,0,3,KALAHANDI,Graduate Professional,"80,44,387",Bhakta Charan Das,INC
571,0,1,BHUBANESWAR,10th Pass,"1,94,439",Bhakta Sekhar Ray,Kalinga Sena
572,0,0,SANGLI,8th Pass,"37,00,000",Bhaktraj Raghunath Thigale,IND
573,0,0,JAMNAGAR,8th Pass,"9,24,75,000",Bhanderi Amarshibhai Chhaganbhai,IND
574,0,0,SURENDRANAGAR,8th Pass,"60,000",Bhanjibhai Shekhava,IND
575,0,0,HARIDWAR,Post Graduate,0,Bhanpal Singh,Bahujan Mukti Party
576,0,0,KARIMNAGAR,12th Pass,0,Bhanu Laxman Pabba,IND
577,0,0,PORBANDAR,Graduate Professional,"8,20,000",Bhanubhai Odedra,IND
578,0,0,SIKKIM,10th Pass,0,Bharat Basnet,INC
579,0,1,DARJEELING,8th Pass,0,Bharat Dong,Gorkha Rashtriya Congress
580,0,0,VISAKHAPATNAM,Post Graduate,"95,91,144",Bharat Mathukumilli,TDP
581,0,0,JAMNAGAR,8th Pass,0,Bharat Ramjibhai Dagara,IND
582,0,1,ETAH,Graduate,"1,90,000",Bharat Singh,Rashtriya Kranti Party
583,0,0,ANAND,12th Pass,"2,15,000",Bharatbhai Chhotabhai Solanki,IND
584,0,0,ANAND,Graduate Professional,"19,34,855",Bharatbhai Madhavsinh Solanki,INC
585,0,0,MEDAK,Post Graduate,0,Bharatesh,SUCI(C)
586,0,0,PORBANDAR,8th Pass,"3,61,000",Bhargav Joshi,Gujarat Janta Panchayat Party
587,0,0,JAMNAGAR,Illiterate,0,Bharkhani Karabhai Jivabhai,IND
588,0,0,CUTTACK,Post Graduate,0,Bhartruhari Mahtab,BJD
589,0,2,AHMEDABAD EAST,8th Pass,"18,00,000",Bharvad Saileshkumar Kalidas,IND
590,0,0,AHMEDNAGAR,10th Pass,0,Bhaskar Fakira Patole,IND
591,0,0,KORAPUT,Graduate Professional,0,Bhaskar Mutuka,BSP
592,0,0,MAHABUBABAD,Graduate,"16,00,000",Bhaskar Naik Bhukya.,Janasena Party
593,0,0,SURENDRANAGAR,5th Pass,"2,50,000",Bhathaniya Faridbhai Amijibhai,IND
594,0,0,ANAND,12th Pass,"1,04,000",Bhatt Ashishkumar Manojkumar,Akhil Bharatiya Jan Sangh
595,0,0,ANAND,Post Graduate,0,Bhatt Sunilkumar Narendrabhai,Right to Recall Party
596,0,0,AHMEDABAD EAST,Post Graduate,0,Bhatt Sunilkumar Narendrabhai,Right to Recall Party
597,0,3,YAVATMAL WASHIM,Graduate,"73,96,250",Bhavana Pundlikrao Gawali,SHS
598,0,0,SURENDRANAGAR,Graduate,0,Bhavanbhai Devjibhai Vora,IND
599,0,0,ADILABAD,5th Pass,0,Bheem Rao,Ambedkarite Party of India
600,0,0,BHONGIR,10th Pass,0,Bheemanaboina Ramesh,IND
601,0,1,DADRA AND NAGAR HAVELI,10th Pass,0,Bhikhlabhai Vansabhai Khulat,Bhartiya Tribal Party
602,0,0,RATNAGIRI SINDHUDURG,Graduate,"5,80,000",Bhikuram Kashiram Palkar,Bahujan Mukti Party
603,0,0,SUPAUL,12th Pass,0,Bhim Kumar Gupta,Jammu & Kashmir National Panthers Party
604,0,0,BHANDARA GONDIYA,Post Graduate,"3,83,856",Bhimrao Duryodhan Borkar,Peoples Party of India (Democratic)
605,0,0,NANDED,Doctorate,"20,50,000",Bhinge Yashpal Narsinghrao,Vanchit Bahujan Aaghadi
606,0,0,MORADABAD,Others,0,Bhishm Jeet Singh,Fauji Janta Party
607,0,0,AHMEDABAD WEST,12th Pass,"21,000",Bhitora Bhavesh Chimanbhai,IND
608,0,0,SAMBHAL,Post Graduate,0,Bhoj Raj,Swatantra Jantaraj Party
609,0,0,MAHASAMUND,5th Pass,0,Bhojlal Netam,CPI(ML) Red Star
610,0,1,JANJGIR CHAMPA,10th Pass,0,Bhojram Banjare,Rashtriya Jansabha Party
611,0,0,RAJNANDGAON,8th Pass,"6,57,124",Bhola Ram Sahu,INC
612,0,1,BULANDSHAHR,Graduate,0,Bhola Singh,BJP
613,0,8,SATARA,12th Pass,"1,23,40,338",Bhonsle Shrimant Chhatrapati Udayanraje Pratapasinh Maharaj,NCP
614,0,1,PATAN,8th Pass,0,Bhoraniya Soyabbhai Hasambhai,IND
615,0,4,BERHAMPUR,Graduate Professional,"16,50,465",Bhrugu Baxipatra,BJP
616,0,0,MANGALDOI,Post Graduate,0,Bhubaneswar Kalita,INC
617,0,3,JAMUI,Graduate,"15,00,000",Bhudeo Choudhary,Rashtriya Lok Samta Party
618,0,0,NANDYAL,10th Pass,"22,75,000",Bhuma Kishor Reddy,IND
619,0,2,SURENDRANAGAR,8th Pass,0,Bhupatbhai Laljibhai Solanki,IND
620,0,0,LAKHIMPUR,Post Graduate,0,Bhupen Narah,Voters Party International
621,0,0,HATHRAS,12th Pass,"8,21,000",Bhupendra Kumar,Rashtriya Shoshit Samaj Party
622,0,0,JUNAGADH,8th Pass,"13,61,151",Bhut Ashokbhai Bhimjibhai,Rashtriya Samajwadi Party (Secular)
623,0,0,BALURGHAT,10th Pass,0,Bibhuti Tudu,IND
624,0,0,ARAKU,Illiterate,0,Biddika Ramaiah,IND
625,0,0,DHENKANAL,Graduate,"4,32,000",Bijaya Kumar Behera,Ambedkarite Party of India
626,0,4,ALIGARH,Graduate,"42,73,034",Bijendra Singh,INC
627,0,0,JALPAIGURI,Post Graduate,0,Bijoy Chandra Barman,AITC
628,0,0,TRIPURA EAST,Graduate,0,Bijoy Debbarma,IND
629,0,0,TEZPUR,Graduate,"1,00,000",Bijoy Kumar Tiru,IND
630,0,0,WAYANAD,12th Pass,"1,62,200",Biju Kakkathode,IND
631,0,0,IDUKKI,Graduate,"17,89,000",Biju Krishnan,Bharath Dharma Jana Sena
632,0,0,SRINAGAR,Graduate Professional,"80,000",Bilal Sultan,IND
633,0,0,ONGOLE,12th Pass,"18,46,848",Billa Chennaiah,IND
634,0,0,KHEDA,Graduate,"2,55,12,343",Bimalbhai Shah,INC
635,0,0,MAVELIKKARA,Post Graduate,0,Bimalji K,SUCI(C)
636,0,0,SAMBALPUR,Post Graduate,"62,000",Binay Ocean,Ambedkarite Party of India
637,0,0,PONNANI,8th Pass,0,Bindu,IND
638,0,0,SUPAUL,Graduate,0,Binod Kumar Sahu,IND
639,0,0,RAIGANJ,Graduate,0,Binoy Kumar Das,IND
640,0,0,PATHANAMTHITTA,Others,0,Binu,SUCI(C)
641,0,0,THIRUVANANTHAPURAM,10th Pass,0,Binu.D,IND
642,0,0,JHANJHARPUR,Graduate Professional,"9,40,000",Bipin Kumar Singhwait,IND
643,0,0,SIKKIM,Graduate Professional,0,Biraj Adhikari,Hamro Sikkim Party
644,0,0,KOKRAJHAR,Post Graduate,"2,48,000",Biraj Deka,CPI(M)
645,0,1,BALURGHAT,Graduate Professional,0,Biren Mahanta,SUCI(C)
646,0,0,AUTONOMOUS DISTRICT,Post Graduate,0,Biren Singh Engti,INC
647,0,0,KANKER,Post Graduate,0,Biresh Thakur,INC
648,0,0,CUTTACK,Graduate,"1,39,555",Biswajit Goswami,Kalinga Sena
649,0,1,MALDAHA UTTAR,Graduate,0,Biswanath Ghosh,CPI(M)
650,0,0,BHUBANESWAR,Post Graduate,"4,800",Biswanath Ramachandra,Freethought Party of India
651,0,0,BHUBANESWAR,Post Graduate,0,Biswanath Rout,Krupaa Party
